Date,Time,Sender_account,Receiver_account,Amount,Laundering_type,Cycle_ID,Cycle_Length,Hop_Number
2023-05-17,13:31:22,7251394762,7557651734,44983.86,Normal_Plus_Mutual,159,4,4
2022-12-10,15:37:28,6999848129,9488845607,43528.05,Normal_Mutual,160,4,1
2023-01-09,18:03:49,9488845607,6999848129,44111.84,Normal_Mutual,160,4,2
2023-02-18,13:20:44,6999848129,2022001123,823482.58,Normal_Plus_Mutual,160,4,3
2023-05-18,17:49:26,2022001123,6999848129,46876.48,Normal_Plus_Mutual,160,4,4
2022-10-08,18:21:32,1219588909,8511105345,5376.33,Normal_Group,161,4,1
2022-10-09,09:52:18,8511105345,1219588909,10536.47,Normal_Group,161,4,2
2022-10-12,05:22:46,1219588909,4340561690,4062.88,Normal_Group,161,4,3
2022-11-07,09:41:33,4340561690,1219588909,5876.96,Normal_Group,161,4,4
2022-10-07,21:12:21,3950352859,6148247586,1522.01,Normal_Group,162,4,1
2022-10-08,13:48:56,6148247586,3950352859,7367.0,Normal_Group,162,4,2
2022-10-11,08:02:58,3950352859,3727693407,3446.25,Normal_Group,162,4,3
2022-10-17,10:50:38,3727693407,3950352859,1686.2,Normal_Group,162,4,4
2022-10-08,18:15:49,6209422536,2649912397,3778.71,Normal_Group,163,4,1
2022-10-10,14:49:29,2649912397,6209422536,1118.26,Normal_Group,163,4,2
2022-10-16,15:39:38,6209422536,3460312929,11252.51,Normal_Group,163,4,3
2023-01-04,10:23:31,3460312929,6209422536,3537.21,Normal_Group,163,4,4
2022-10-07,17:04:33,2745489276,4155617943,10103.11,Normal_Group,164,4,1
2022-10-11,23:42:59,4155617943,2745489276,12506.15,Normal_Group,164,4,2
2022-10-17,22:51:18,2745489276,203658382,625.39,Normal_Group,164,4,3
2022-12-31,23:56:15,203658382,2745489276,10355.77,Normal_Group,164,4,4
2022-10-08,21:58:54,5066805969,1258310062,11457.44,Normal_Group,165,4,1
2022-10-14,17:55:22,1258310062,5066805969,5605.07,Normal_Group,165,4,2
2022-10-15,10:43:38,5066805969,1768656799,2958.96,Normal_Group,165,4,3
2022-10-18,11:12:21,1768656799,5066805969,9906.81,Normal_Group,165,4,4
2022-10-08,09:30:34,6018648917,8613292100,2718.78,Normal_Group,166,4,1
2022-10-08,15:14:01,8613292100,6018648917,3199.13,Normal_Group,166,4,2
2022-10-09,20:58:48,6018648917,1153702929,1009.73,Normal_Group,166,4,3
2022-11-13,09:16:54,1153702929,6018648917,2843.41,Normal_Group,166,4,4
2022-10-07,16:29:29,4733358932,9833080644,2055.42,Normal_Group,167,4,1
2022-10-10,17:28:52,9833080644,4733358932,2817.76,Normal_Group,167,4,2
2022-10-20,22:19:04,4733358932,1697648622,3633.17,Normal_Group,167,4,3
2022-10-31,11:52:12,1697648622,4733358932,1845.34,Normal_Group,167,4,4
2022-10-20,16:46:15,8269352301,2463793968,8830.99,Normal_Mutual,168,4,1
2022-12-03,14:00:23,2463793968,8269352301,8722.37,Normal_Mutual,168,4,2
2023-03-27,16:45:49,8269352301,5614895072,104868.94,Normal_Plus_Mutual,168,4,3
2023-04-27,09:42:07,5614895072,8269352301,8714.56,Normal_Plus_Mutual,168,4,4
2022-10-07,22:13:33,6233217293,8524320473,1779.16,Normal_Group,169,4,1
2022-10-12,08:11:01,8524320473,6233217293,812.06,Normal_Group,169,4,2
2022-10-12,19:01:54,6233217293,2323232371,5396.85,Normal_Group,169,4,3
2022-10-16,15:47:16,2323232371,6233217293,1917.07,Normal_Group,169,4,4
2022-10-07,18:23:38,3698845126,943590364,5582.24,Normal_Group,170,4,1
2022-10-11,17:32:36,943590364,3698845126,12810.81,Normal_Group,170,4,2
2022-10-13,19:53:45,3698845126,4196508537,589.74,Normal_Group,170,4,3
2022-10-19,06:36:10,4196508537,3698845126,5177.93,Normal_Group,170,4,4
2022-10-07,12:24:56,855729452,842581915,17112.81,Normal_Group,171,4,1
2022-10-12,11:58:22,842581915,855729452,6257.45,Normal_Group,171,4,2
2022-10-17,11:47:13,855729452,7157824932,1442.84,Normal_Group,171,4,3
2023-08-10,20:18:10,7157824932,855729452,13744.29,Normal_Group,171,4,4
2022-10-07,23:01:59,5594636603,5227893298,1893.88,Normal_Group,172,4,1
2022-10-14,16:47:02,5227893298,5594636603,230.47,Normal_Group,172,4,2
2022-10-15,15:54:49,5594636603,1921907612,13733.43,Normal_Group,172,4,3
2022-10-23,08:06:37,1921907612,5594636603,1998.01,Normal_Group,172,4,4
2022-10-08,19:22:36,2597423232,9668335374,10030.7,Normal_Group,173,4,1
2022-10-12,09:44:32,9668335374,2597423232,6500.89,Normal_Group,173,4,2
2022-10-13,20:25:34,2597423232,9162761048,9568.45,Normal_Group,173,4,3
2022-10-14,16:28:54,9162761048,2597423232,10576.03,Normal_Group,173,4,4
2022-10-07,11:04:18,8915239131,5794452933,2313.99,Normal_Group,174,4,1
2022-10-10,09:24:11,5794452933,8915239131,589.38,Normal_Group,174,4,2
2022-10-11,09:48:16,8915239131,7100498427,6410.53,Normal_Group,174,4,3
2022-10-18,15:20:42,7100498427,8915239131,2669.27,Normal_Group,174,4,4
2022-10-08,20:38:17,6021764802,8585782733,12465.46,Normal_Group,175,4,1
2022-10-13,04:39:41,8585782733,6021764802,6059.16,Normal_Group,175,4,2
2022-10-26,14:21:20,6021764802,5011742751,874.7,Normal_Group,175,4,3
2022-11-08,22:43:29,5011742751,6021764802,10301.81,Normal_Group,175,4,4
2022-10-07,21:50:37,9803847813,9338368134,2649.84,Normal_Group,176,4,1
2022-10-23,15:22:14,9338368134,9803847813,1225.99,Normal_Group,176,4,2
2022-10-24,08:45:27,9803847813,6563349755,3564.62,Normal_Group,176,4,3
2023-03-04,12:17:47,6563349755,9803847813,2178.02,Normal_Group,176,4,4
2022-10-08,13:34:44,4132020643,7648802995,15544.24,Normal_Mutual,177,4,1
2022-11-04,16:23:10,7648802995,4132020643,15843.48,Normal_Mutual,177,4,2
2023-01-14,08:39:51,4132020643,2336327541,201229.15,Normal_Plus_Mutual,177,4,3
2023-02-14,05:18:08,2336327541,4132020643,17433.41,Normal_Plus_Mutual,177,4,4
2022-10-07,11:04:45,7494507251,8822137236,6749.11,Normal_Group,178,4,1
2022-10-09,00:58:43,8822137236,7494507251,4330.49,Normal_Group,178,4,2
2022-10-10,00:13:07,7494507251,3494628352,14988.88,Normal_Group,178,4,3
2022-10-10,23:29:31,3494628352,7494507251,7277.04,Normal_Group,178,4,4
2022-10-07,14:21:37,7994747822,7484640507,1601.71,Normal_Group,179,4,1
2022-10-10,18:16:57,7484640507,7994747822,3001.63,Normal_Group,179,4,2
2022-10-14,08:05:57,7994747822,8701708037,2156.68,Normal_Group,179,4,3
2022-11-02,15:41:34,8701708037,7994747822,1587.55,Normal_Group,179,4,4
2022-10-08,11:05:04,3731827327,9426811804,41922.32,Normal_Mutual,180,4,1
2022-10-20,00:08:14,9426811804,3731827327,42505.38,Normal_Mutual,180,4,2
2023-03-25,16:51:55,3731827327,182311491,473670.18,Normal_Plus_Mutual,180,4,3
2023-04-25,22:31:35,182311491,3731827327,39391.77,Normal_Plus_Mutual,180,4,4
2022-10-08,14:28:05,3347268325,5713915535,2149.2,Normal_Group,181,4,1
2022-10-15,19:45:26,5713915535,3347268325,777.62,Normal_Group,181,4,2
2022-10-20,11:49:11,3347268325,6319740669,1613.73,Normal_Group,181,4,3
2022-10-27,18:28:41,6319740669,3347268325,1942.19,Normal_Group,181,4,4
2022-10-08,21:01:44,3177149206,8450325829,63875.42,Normal_Mutual,182,4,1
2022-10-26,08:35:55,8450325829,3177149206,63368.63,Normal_Mutual,182,4,2
2023-06-22,16:46:35,3177149206,1535819023,56302.12,Normal_Mutual,182,4,3
2023-08-10,20:06:16,1535819023,3177149206,57402.0,Normal_Mutual,182,4,4
2022-10-08,19:43:23,2367741630,8066286852,3238.82,Normal_Group,183,4,1
2022-10-10,08:40:52,8066286852,2367741630,3430.74,Normal_Group,183,4,2
2022-10-11,13:26:43,2367741630,5660480485,4111.31,Normal_Group,183,4,3
2022-11-18,14:39:42,5660480485,2367741630,3056.81,Normal_Group,183,4,4
2022-10-07,15:07:35,9018100384,3585939959,2898.12,Normal_Group,184,4,1
2022-10-11,13:37:29,3585939959,9018100384,4383.0,Normal_Group,184,4,2
2022-10-12,20:25:22,9018100384,5702389340,1118.51,Normal_Group,184,4,3
2022-12-23,11:35:42,5702389340,9018100384,2797.97,Normal_Group,184,4,4
2022-10-07,14:55:41,61111750,2025288207,3390.13,Normal_Group,185,4,1
2022-10-14,19:54:59,2025288207,61111750,3427.74,Normal_Group,185,4,2
2022-11-02,15:12:18,61111750,1015996328,716.13,Normal_Group,185,4,3
2022-11-04,06:09:54,1015996328,61111750,3931.84,Normal_Group,185,4,4
2022-10-07,19:11:36,1969141439,312052175,17590.21,Normal_Group,186,4,1
2022-10-12,13:20:25,312052175,1969141439,12531.03,Normal_Group,186,4,2
2022-10-14,18:05:21,1969141439,5747637831,2024.73,Normal_Group,186,4,3
2022-10-28,21:54:13,5747637831,1969141439,19447.33,Normal_Group,186,4,4
2022-11-10,11:37:26,3677158722,2230539035,11322.73,Normal_Mutual,187,4,1
2022-12-16,06:59:12,2230539035,3677158722,11219.24,Normal_Mutual,187,4,2
2022-12-30,19:43:24,3677158722,6872314819,204179.11,Normal_Plus_Mutual,187,4,3
2023-04-30,08:32:30,6872314819,3677158722,11270.89,Normal_Plus_Mutual,187,4,4
2022-12-01,19:25:24,6964771086,1146777264,11489.97,Normal_Mutual,188,4,1
2023-01-23,02:22:55,1146777264,6964771086,11467.64,Normal_Mutual,188,4,2
2023-03-25,22:33:45,6964771086,9542344372,136363.94,Normal_Plus_Mutual,188,4,3
2023-04-25,10:09:48,9542344372,6964771086,13078.74,Normal_Plus_Mutual,188,4,4
2022-10-07,23:03:16,7554923197,2963545750,801.85,Normal_Group,189,4,1
2022-10-25,18:39:46,2963545750,7554923197,1052.5,Normal_Group,189,4,2
2022-10-28,20:52:16,7554923197,4456282076,5414.15,Normal_Group,189,4,3
2022-11-03,22:49:02,4456282076,7554923197,927.89,Normal_Group,189,4,4
2022-10-07,22:12:22,9203882853,2041862414,12987.17,Normal_Group,190,4,1
2022-10-27,12:22:11,2041862414,9203882853,21199.08,Normal_Group,190,4,2
2022-11-03,11:36:44,9203882853,4438879477,6172.39,Normal_Group,190,4,3
2022-12-08,10:01:55,4438879477,9203882853,10493.63,Normal_Group,190,4,4
2022-10-09,17:44:08,8912097394,1695747562,4087.82,Normal_Group,191,4,1
2022-10-13,10:28:57,1695747562,8912097394,3163.21,Normal_Group,191,4,2
2022-10-14,20:31:31,8912097394,1240106051,6209.77,Normal_Group,191,4,3
2022-10-29,20:12:56,1240106051,8912097394,3711.89,Normal_Group,191,4,4
2022-10-07,16:01:40,60687612,9061085693,2619.79,Normal_Group,192,4,1
2022-10-08,08:46:26,9061085693,60687612,1629.34,Normal_Group,192,4,2
2022-10-09,05:23:38,60687612,577347527,3112.36,Normal_Group,192,4,3
2022-10-11,01:06:22,577347527,60687612,2672.26,Normal_Group,192,4,4
2022-10-10,02:44:18,8264629738,9489338321,3015.35,Normal_Group,193,4,1
2022-10-16,23:29:02,9489338321,8264629738,12034.41,Normal_Group,193,4,2
2022-10-18,09:20:06,8264629738,3799029629,1240.04,Normal_Group,193,4,3
2022-10-23,14:33:00,3799029629,8264629738,3492.17,Normal_Group,193,4,4
2022-10-07,11:13:47,3933129163,8247392100,3205.85,Normal_Group,194,4,1
2022-10-09,11:02:29,8247392100,3933129163,2958.95,Normal_Group,194,4,2
2022-10-11,13:04:15,3933129163,8575446633,516.94,Normal_Group,194,4,3
2022-10-16,18:55:03,8575446633,3933129163,3395.55,Normal_Group,194,4,4
2022-10-07,16:24:14,563240951,8060930765,1690.58,Normal_Group,195,4,1
2022-10-16,14:01:13,8060930765,563240951,2588.49,Normal_Group,195,4,2
2022-10-17,03:12:17,563240951,4185990194,7975.6,Normal_Group,195,4,3
2022-10-20,08:31:08,4185990194,563240951,1741.9,Normal_Group,195,4,4
2022-10-07,22:10:46,9142843211,7504257135,755.68,Normal_Group,196,4,1
2022-10-08,21:49:04,7504257135,9142843211,694.93,Normal_Group,196,4,2
2022-10-10,09:25:00,9142843211,923801633,2854.27,Normal_Group,196,4,3
2022-10-25,18:19:34,923801633,9142843211,811.36,Normal_Group,196,4,4
2022-10-07,15:00:18,3293721222,2607375397,1350.17,Normal_Group,197,4,1
2022-10-08,10:05:09,2607375397,3293721222,12320.35,Normal_Group,197,4,2
2022-11-11,08:12:06,3293721222,8185288783,461.04,Normal_Group,197,4,3
2023-04-18,18:43:49,8185288783,3293721222,1091.26,Normal_Group,197,4,4
2022-10-07,17:18:31,3087946555,5332388948,2728.1,Normal_Group,198,4,1
2022-10-10,09:15:06,5332388948,3087946555,2177.23,Normal_Group,198,4,2
2022-10-10,12:05:34,3087946555,2363214715,1994.01,Normal_Group,198,4,3
2022-11-14,10:27:20,2363214715,3087946555,2726.15,Normal_Group,198,4,4
2022-10-07,17:59:04,4803642115,6542894083,1540.34,Normal_Group,199,4,1
2022-10-10,11:21:55,6542894083,4803642115,1132.17,Normal_Group,199,4,2
2022-10-11,22:36:57,4803642115,980035430,3380.48,Normal_Group,199,4,3
2022-10-15,13:39:38,980035430,4803642115,1498.71,Normal_Group,199,4,4
2022-10-07,13:45:44,179001123,6408391338,11585.16,Normal_Group,200,4,1
2022-10-16,12:50:14,6408391338,179001123,1062.27,Normal_Group,200,4,2
2022-10-22,09:03:10,179001123,994226173,1094.02,Normal_Group,200,4,3
2023-05-07,14:27:32,994226173,179001123,12876.2,Normal_Group,200,4,4
2022-10-07,21:17:46,7402534697,7382951430,3826.4,Normal_Group,201,4,1
2022-10-12,09:44:18,7382951430,7402534697,9814.48,Normal_Group,201,4,2
2022-10-13,16:34:10,7402534697,8816653387,4570.69,Normal_Group,201,4,3
2022-10-21,09:10:42,8816653387,7402534697,3245.28,Normal_Group,201,4,4
2022-10-08,09:56:46,9080453256,8883154281,3070.96,Normal_Group,202,4,1
2022-10-24,16:00:11,8883154281,9080453256,5335.2,Normal_Group,202,4,2
2022-10-24,21:13:12,9080453256,5888089958,363.72,Normal_Group,202,4,3
2022-10-28,04:04:07,5888089958,9080453256,3620.5,Normal_Group,202,4,4
2022-10-07,22:34:46,4062220947,9863926705,5214.47,Normal_Group,203,4,1
2022-10-10,22:47:27,9863926705,4062220947,998.31,Normal_Group,203,4,2
2022-10-15,16:03:05,4062220947,1595309404,2462.6,Normal_Group,203,4,3
2022-10-25,15:03:54,1595309404,4062220947,5184.9,Normal_Group,203,4,4
2022-10-07,12:19:27,1798141400,4061381143,13295.96,Normal_Group,204,4,1
2022-10-20,11:59:12,4061381143,1798141400,5085.82,Normal_Group,204,4,2
2022-10-20,13:45:13,1798141400,2619810533,6923.55,Normal_Group,204,4,3
2022-10-30,17:29:45,2619810533,1798141400,11691.53,Normal_Group,204,4,4
2022-10-07,11:11:03,3443340463,7230775790,1562.4,Normal_Group,205,4,1
2022-10-08,15:22:53,7230775790,3443340463,3428.75,Normal_Group,205,4,2
2022-10-16,09:51:13,3443340463,3198765767,3375.71,Normal_Group,205,4,3
2022-10-22,08:24:27,3198765767,3443340463,1672.13,Normal_Group,205,4,4
2022-10-08,10:37:06,8481240670,3865564386,1221.08,Normal_Group,206,4,1
2022-10-14,18:43:09,3865564386,8481240670,2202.13,Normal_Group,206,4,2
2022-10-19,19:21:51,8481240670,3669220673,4181.26,Normal_Group,206,4,3
2022-10-20,17:06:21,3669220673,8481240670,1421.29,Normal_Group,206,4,4
2022-10-07,10:38:53,4808614002,7669085919,1740.32,Normal_Group,207,4,1
2022-10-08,16:13:39,7669085919,4808614002,1063.68,Normal_Group,207,4,2
2022-10-08,18:51:22,4808614002,4754964066,3588.97,Normal_Group,207,4,3
2023-08-19,14:31:06,4754964066,4808614002,1860.36,Normal_Group,207,4,4
2022-10-07,22:22:47,8063440965,5711826554,5025.66,Normal_Group,208,4,1
2022-10-08,15:38:32,5711826554,8063440965,20019.95,Normal_Group,208,4,2
2022-10-09,08:11:35,8063440965,4732898918,1125.79,Normal_Group,208,4,3
2022-10-11,22:50:33,4732898918,8063440965,5124.36,Normal_Group,208,4,4
2022-10-08,19:50:14,2826980217,7827643818,9767.28,Normal_Group,209,4,1
2022-10-11,23:15:03,7827643818,2826980217,3658.23,Normal_Group,209,4,2
2022-10-15,12:24:35,2826980217,1002341456,4080.97,Normal_Group,209,4,3
2022-10-18,22:37:07,1002341456,2826980217,8115.66,Normal_Group,209,4,4
2022-10-18,23:43:12,9803018112,9657827176,15574.26,Normal_Mutual,210,4,1
2022-12-01,14:58:30,9657827176,9803018112,15468.88,Normal_Mutual,210,4,2
2023-03-11,22:52:09,9803018112,7945344498,14932.23,Normal_Mutual,210,4,3
2023-04-27,21:19:06,7945344498,9803018112,14866.28,Normal_Mutual,210,4,4
2022-10-07,17:36:31,4471666696,6488884693,2383.95,Normal_Group,211,4,1
2022-10-18,20:52:23,6488884693,4471666696,14109.11,Normal_Group,211,4,2
2022-10-18,20:53:10,4471666696,1724511977,438.22,Normal_Group,211,4,3
2022-11-29,23:58:10,1724511977,4471666696,1978.03,Normal_Group,211,4,4
2022-10-07,17:04:39,7872495275,1743480109,4933.48,Normal_Group,212,4,1
2022-10-13,22:52:26,1743480109,7872495275,3612.97,Normal_Group,212,4,2
2022-10-18,17:30:22,7872495275,7617014253,6582.36,Normal_Group,212,4,3
2022-11-14,14:20:34,7617014253,7872495275,5313.85,Normal_Group,212,4,4
2022-10-07,10:40:42,9402994493,3112794089,7748.63,Normal_Group,213,4,1
2022-10-08,21:58:25,3112794089,9402994493,4603.39,Normal_Group,213,4,2
2022-10-09,09:30:19,9402994493,2440114567,4619.9,Normal_Group,213,4,3
2022-10-16,20:49:22,2440114567,9402994493,7625.79,Normal_Group,213,4,4
2022-10-09,10:44:35,7332435745,7163662727,2724.43,Normal_Group,214,4,1
2022-10-14,09:28:37,7163662727,7332435745,7160.75,Normal_Group,214,4,2
2022-10-14,13:25:47,7332435745,4152124342,16713.23,Normal_Group,214,4,3
2022-10-18,19:27:48,4152124342,7332435745,2185.37,Normal_Group,214,4,4
2022-10-12,20:31:10,3840265239,4958620272,4238.36,Normal_Mutual,215,4,1
2022-11-23,14:06:04,4958620272,3840265239,4304.41,Normal_Mutual,215,4,2
2022-12-31,04:52:41,3840265239,6275401866,36005.94,Normal_Plus_Mutual,215,4,3
2023-03-31,09:12:00,6275401866,3840265239,3492.18,Normal_Plus_Mutual,215,4,4
2022-12-16,17:56:16,2067802413,9860589204,39827.41,Normal_Plus_Mutual,216,4,1
2023-01-16,11:35:50,9860589204,2067802413,3117.13,Normal_Plus_Mutual,216,4,2
2023-01-26,06:46:44,2067802413,3850980995,34214.1,Normal_Mutual,216,4,3
2023-02-25,17:05:53,3850980995,2067802413,34678.8,Normal_Mutual,216,4,4
2023-01-24,08:14:13,6663458248,9434095872,50294.9,Normal_Mutual,217,4,1
2023-02-21,09:40:15,9434095872,6663458248,50023.25,Normal_Mutual,217,4,2
2023-07-01,10:28:07,6663458248,8454497160,642150.89,Normal_Plus_Mutual,217,4,3
2023-08-01,22:33:14,8454497160,6663458248,54667.99,Normal_Plus_Mutual,217,4,4
2022-10-08,22:26:02,8845157951,5616602503,27739.02,Normal_Mutual,218,4,1
2022-11-12,11:20:17,5616602503,8845157951,27292.2,Normal_Mutual,218,4,2
2023-01-24,11:03:25,8845157951,3223753782,378677.46,Normal_Plus_Mutual,218,4,3
2023-03-24,00:50:46,3223753782,8845157951,33129.09,Normal_Plus_Mutual,218,4,4
2023-03-02,20:29:37,8343574346,8155697428,56365.49,Normal_Plus_Mutual,219,4,1
2023-04-02,09:53:43,8155697428,8343574346,3459.37,Normal_Plus_Mutual,219,4,2
2023-06-08,20:49:06,8343574346,2722724029,52032.95,Normal_Mutual,219,4,3
2023-07-31,14:12:52,2722724029,8343574346,51283.84,Normal_Mutual,219,4,4
2022-10-07,14:50:06,6303054928,1655245537,11995.02,Normal_Group,220,4,1
2022-10-10,08:19:07,1655245537,6303054928,2527.36,Normal_Group,220,4,2
2022-10-11,10:49:31,6303054928,3825283838,1610.82,Normal_Group,220,4,3
2022-10-25,23:46:52,3825283838,6303054928,11001.99,Normal_Group,220,4,4
2022-10-07,22:03:00,361478571,4039959197,1169.84,Normal_Group,221,4,1
2022-10-10,15:51:11,4039959197,361478571,669.78,Normal_Group,221,4,2
2022-10-29,18:47:56,361478571,9868652107,2267.46,Normal_Group,221,4,3
2023-04-27,08:50:00,9868652107,361478571,1355.86,Normal_Group,221,4,4
2022-10-08,16:44:52,5865070887,9226919456,2684.92,Normal_Group,222,4,1
2022-10-11,18:20:19,9226919456,5865070887,9602.55,Normal_Group,222,4,2
2022-10-12,21:59:54,5865070887,5293519625,1064.59,Normal_Group,222,4,3
2022-11-12,23:49:15,5293519625,5865070887,3107.71,Normal_Group,222,4,4
2022-10-07,15:36:55,3887264122,505947156,5164.57,Normal_Group,223,4,1
2022-10-08,17:25:27,505947156,3887264122,7129.81,Normal_Group,223,4,2
2022-10-10,08:42:00,3887264122,9105487648,551.55,Normal_Group,223,4,3
2022-10-18,16:54:09,9105487648,3887264122,4665.6,Normal_Group,223,4,4
2022-10-07,20:16:28,8727097801,2591070162,1930.32,Normal_Group,224,4,1
2022-10-27,11:16:09,2591070162,8727097801,462.68,Normal_Group,224,4,2
2022-10-27,21:49:24,8727097801,9777655785,2161.85,Normal_Group,224,4,3
2022-11-07,23:37:37,9777655785,8727097801,2126.81,Normal_Group,224,4,4
2022-10-07,10:45:09,4231385822,6244231175,1485.42,Normal_Group,225,4,1
2022-10-10,15:55:40,6244231175,4231385822,9230.04,Normal_Group,225,4,2
2022-10-22,18:06:32,4231385822,2996388590,5347.03,Normal_Group,225,4,3
2022-10-27,16:49:19,2996388590,4231385822,1503.21,Normal_Group,225,4,4
2022-10-09,13:20:50,3453718277,5833720544,18045.29,Normal_Group,226,4,1
2022-10-15,09:35:48,5833720544,3453718277,453.61,Normal_Group,226,4,2
2022-10-17,23:16:54,3453718277,6451568559,5125.19,Normal_Group,226,4,3
2022-11-07,22:58:31,6451568559,3453718277,14853.18,Normal_Group,226,4,4
2022-10-08,10:39:02,7649191174,6898293814,986.84,Normal_Group,227,4,1
2022-10-17,15:04:35,6898293814,7649191174,1660.43,Normal_Group,227,4,2
2022-10-18,12:31:59,7649191174,8694904891,831.04,Normal_Group,227,4,3
2022-10-20,23:38:13,8694904891,7649191174,994.94,Normal_Group,227,4,4
2022-10-07,19:03:52,9066985971,5126303485,4316.31,Normal_Group,228,4,1
2022-10-08,09:20:49,5126303485,9066985971,1772.31,Normal_Group,228,4,2
2022-10-18,09:04:45,9066985971,2574978314,2549.78,Normal_Group,228,4,3
2022-11-01,16:32:45,2574978314,9066985971,4953.3,Normal_Group,228,4,4
2022-10-07,12:27:05,812535187,3247289386,1981.52,Normal_Group,229,4,1
2022-10-10,19:52:58,3247289386,812535187,3599.07,Normal_Group,229,4,2
2022-10-12,16:20:16,812535187,7996296062,3922.06,Normal_Group,229,4,3
2022-11-08,10:17:58,7996296062,812535187,1656.88,Normal_Group,229,4,4
2022-10-08,09:20:51,7603851472,1035454084,23339.41,Normal_Mutual,230,4,1
2022-12-01,14:34:08,1035454084,7603851472,22887.31,Normal_Mutual,230,4,2
2023-01-08,18:46:23,7603851472,2816895538,374833.08,Normal_Plus_Mutual,230,4,3
2023-02-08,19:56:37,2816895538,7603851472,25755.0,Normal_Plus_Mutual,230,4,4
2022-11-14,09:49:19,4729794265,3799464100,8658.63,Normal_Mutual,231,4,1
2022-12-13,12:31:28,3799464100,4729794265,8670.19,Normal_Mutual,231,4,2
2023-02-20,18:31:49,4729794265,765287585,201480.83,Normal_Plus_Mutual,231,4,3
2023-07-20,10:02:13,765287585,4729794265,10176.01,Normal_Plus_Mutual,231,4,4
2022-11-21,08:24:18,8373176552,2280199707,68075.98,Normal_Plus_Mutual,232,4,1
2022-12-21,11:49:25,2280199707,8373176552,4465.27,Normal_Plus_Mutual,232,4,2
2023-01-19,18:24:04,8373176552,1507063844,79627.81,Normal_Mutual,232,4,3
2023-03-09,09:28:05,1507063844,8373176552,80936.75,Normal_Mutual,232,4,4
2022-10-07,15:13:16,6460867701,8700037078,905.42,Normal_Group,233,4,1
2022-10-09,17:57:02,8700037078,6460867701,1916.03,Normal_Group,233,4,2
2022-10-09,21:30:45,6460867701,5595477259,10579.98,Normal_Group,233,4,3
2022-11-08,02:15:06,5595477259,6460867701,887.99,Normal_Group,233,4,4
2022-10-08,08:30:16,9810335545,4553018703,1343.39,Normal_Group,234,4,1
2022-10-24,10:18:22,4553018703,9810335545,8331.17,Normal_Group,234,4,2
2022-10-25,23:51:48,9810335545,954301602,11798.68,Normal_Group,234,4,3
2022-11-17,09:02:44,954301602,9810335545,1097.5,Normal_Group,234,4,4
2022-10-09,00:57:40,18772233,3097228306,11112.69,Normal_Group,235,4,1
2022-10-10,22:03:16,3097228306,18772233,2298.21,Normal_Group,235,4,2
2022-10-12,08:03:29,18772233,1528871199,428.24,Normal_Group,235,4,3
2022-11-21,13:03:00,1528871199,18772233,8925.59,Normal_Group,235,4,4
2022-10-07,11:03:58,8126974238,1960345643,17166.97,Normal_Group,236,4,1
2022-10-07,23:09:00,1960345643,8126974238,12427.83,Normal_Group,236,4,2
2022-10-09,19:22:38,8126974238,1085502765,5767.42,Normal_Group,236,4,3
2022-11-21,15:51:56,1085502765,8126974238,13761.64,Normal_Group,236,4,4
2022-10-09,11:44:23,354022404,2043077641,2662.26,Normal_Group,237,4,1
2022-10-11,01:02:15,2043077641,354022404,5435.33,Normal_Group,237,4,2
2022-10-11,19:42:49,354022404,2689128947,1184.12,Normal_Group,237,4,3
2022-10-20,08:21:07,2689128947,354022404,2482.41,Normal_Group,237,4,4
2022-10-08,12:26:52,3919851582,3500732259,2570.57,Normal_Group,238,4,1
2022-10-11,15:43:30,3500732259,3919851582,2791.68,Normal_Group,238,4,2
2022-10-19,01:49:47,3919851582,7403622016,2675.54,Normal_Group,238,4,3
2022-11-12,23:04:34,7403622016,3919851582,2421.4,Normal_Group,238,4,4
2022-10-07,15:24:04,8321009171,2964943847,13938.62,Normal_Mutual,239,4,1
2022-11-27,20:12:24,2964943847,8321009171,13836.3,Normal_Mutual,239,4,2
2023-06-01,23:45:28,8321009171,6578315877,243185.71,Normal_Plus_Mutual,239,4,3
2023-07-01,12:24:46,6578315877,8321009171,16214.1,Normal_Plus_Mutual,239,4,4
2022-10-09,16:22:43,6994683615,2510442772,12700.45,Normal_Mutual,240,4,1
2022-11-18,05:28:49,2510442772,6994683615,12871.98,Normal_Mutual,240,4,2
2023-01-14,18:17:33,6994683615,5943258387,124339.62,Normal_Plus_Mutual,240,4,3
2023-05-14,19:35:43,5943258387,6994683615,11260.83,Normal_Plus_Mutual,240,4,4
2022-10-07,11:54:00,8480050564,8931466111,4632.75,Normal_Group,241,4,1
2022-10-10,15:17:22,8931466111,8480050564,13930.78,Normal_Group,241,4,2
2022-10-13,18:23:24,8480050564,4744008208,11152.37,Normal_Group,241,4,3
2022-10-15,14:40:16,4744008208,8480050564,4456.9,Normal_Group,241,4,4
2022-10-08,09:38:00,9839566913,77217310,2057.29,Normal_Group,242,4,1
2022-10-09,10:05:34,77217310,9839566913,3126.69,Normal_Group,242,4,2
2022-10-12,21:08:58,9839566913,1788175031,14727.27,Normal_Group,242,4,3
2022-10-13,09:19:55,1788175031,9839566913,1744.15,Normal_Group,242,4,4
2022-10-07,11:48:13,8944803275,3109531441,1529.25,Normal_Group,243,4,1
2022-10-16,21:36:04,3109531441,8944803275,240.09,Normal_Group,243,4,2
